labels,text
"['lacks', 'trusted', 'critical', 'vitamins', 'supplements']","Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat."
"['adverse', 'quantities']","High quantities of soy, grain, starch, or any food common for vegetarians can have adverse health effects."
"['adequate', 'absorbed', 'amounts', 'supplements', 'found', 'require']","Humans require B12, which is only found in adequate amounts in meat, and supplements aren't absorbed by some individuals, making a vegetarian lifestyle unhealthy"
"['protein', 'quality', 'higher']",Meat and meat-derived protein is higher quality than vegetarian protein substitutes.
"['harm', 'alrenatives', 'mostly', 'hard']","vegetarianism will harm our body, there are important things that are mostly found in meat that are hard to find alrenatives for (and those are pricier, which will harm the poor)"
"['actions', 'inevitable', 'outcome', 'put', 'numbers', 'government']","The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism."
"['banning', 'hurting', 'express', 'eating', 'traditions', 'cultures']",Many cultures have traditions of eating meat; by banning eating meat you are hurting the rights of humans to express themselves.
"['thousands', 'provides', 'fish', 'hundreds', 'away', 'take']",The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.
"['ignored', 'imperative', 'biological', 'consume']",Humans have a biological imperative to consume meat which should not be ignored through vegetarianism.
"['impossible', 'ability', 'decide', 'fundamental', 'individuals', 'enforced']","Individuals should have the ability to decide what they consume which is impossible through enforced vegetarianism, as it is fundamental to the way they live their lives."
"['kills', 'underground', 'tilling']","In agriculture more animals are killed (pest extermination, tilling land kills underground dwellers, etc) than in the meat industry. Therefore by eating more meat and less plants you actually save lives"
"['last', 'studies']","Meat is very healthy, for everyone, proven in many studies around the world over the last hundreds of years. vegetarianism takes away this opportunity from humans of getting healthier and stronger."
"['expressing', 'illegal', 'potential', 'swath', 'considered', 'forcing']",The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.
"['propensity', 'given', 'environmental', 'significant', 'waste', 'lead']","We should not adopt vegetarianism because given the propensity for waste in our society, it would not lead to significant environmental improvements."
"['rid', 'thousands', 'destroy', 'getting', 'hundreds', 'farms']","Getting rid of all animal farms would destroy hundreds of thousands of jobs around the world, making vegetarianism dangerous."
"['sale', 'safety', 'regulation', 'protections', 'enforce', 'attempting']",Attempting to enforce vegetarianism would create a black market for meat that has less safety regulation on the sale of meat and no protections for workers.
"['diversity', 'cuisine', 'accessible']","In food deserts, meat is more accessible than a diversity of vegetarian cuisine and ingredients."
"['raised', 'deforestation', 'harvesting', 'considerable', 'takes', 'lead']",Harvesting plants for vegetarianism takes a considerable amount of land and would likely lead to deforestation if animals could not be raised
"['stop', 'maybe', 'keep', 'little', 'maintain', 'cut']","You do not have to adopt vegetarianism to keep you healthy. You can maintain a balanced diet and maybe even cut a little on the red-meat, but you do have not stop eating meat completely."
"['chemical', 'vitamin', 'prone', 'inclusive']","Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier."
"['country', 'heavily', 'bring']","We should not adopt vegetarianism because it would devastate communities that rely on livestock to bring in capital - like the entire country of Argentina, which depends heavily on beef."
"['detrimental', 'soy', 'hormones', 'consumed', 'rely', 'forced']","We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess."
"['evidence', 'healthier', 'eating']",There is no evidence that vegetarianism is healthier than eating meat.
"['reduction', 'general', 'alleviate', 'required', 'order', 'harms']","In order to alleviate the harms of meat production, vegetarianism is not required by most people, only the general reduction of meat consumption."
"['depands', 'acquired', 'intire', 'easily', 'history', 'substances']",People have eaten meat for the intire history and the health of the body depands on substances that are most easily acquired by meat.
"['losing', 'workers', 'millions', 'jobs', 'lead', 'around']",Adopting vegetarianism will lead to millions of workers losing their jobs in the livestock industry around the globe.
